StartDate;EndDate;Status;IPAddress;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;RecipientLastName;RecipientFirstName;RecipientEmail;ExternalReference;LocationLatitude;LocationLongitude;DistributionChannel;UserLanguage;Q1.1_consent;Condition 1 (High)Â ;Condition 2 (Low);Q3.1_attention;Q4.2_understanding;1_time_First Click;1_time_Last Click;1_time_Page Submit;1_time_Click Count;1_answer;1_solved;1_insight;1_sharing;2_time_First Click;2_time_Last Click;2_time_Page Submit;2_time_Click Count;2_answer;2_solved;2_insight;2_sharing;3_time_First Click;3_time_Last Click;3_time_Page Submit;3_time_Click Count;3_answer;3_solved;3_insight;3_sharing;4_time_First Click;4_time_Last Click;4_time_Page Submit;4_time_Click Count;4_answer;4_solved;4_insight;4_sharing;5_time_First Click;5_time_Last Click;5_time_Page Submit;5_time_Click Count;5_answer;5_solved;5_insight;5_sharing;6_time_First Click;6_time_Last Click;6_time_Page Submit;6_time_Click Count;6_answer;6_solved;6_insight;6_sharing;implicit_motivation;time_First Click;time_Last Click;time_Page Submit;time_Click Count;answer_supp;solved_supp;Q8.1;PROLIFIC_PID;Q_TotalDuration;condition;FL_5_DO_FL_27;FL_5_DO_FL_30;
06/05/2022 17:53;06/05/2022 17:58;0;71.254.195.217;100;279;1;06/05/2022 17:58;R_2EHubZdM8JqVzy2;;;;;40.2995;-76.5868;anonymous;EN;1;;;I pay attention;1;13.657;13.657;25.054;1;He was the pastor.;1;5;2;22.838;22.838;34.331;1;tied to a rope;2;6;2;39.42;39.42;46.817;1;It was daytime.;1;4;1;;;;;;;;;;;;;;;;;;;;;;;;;1;14.152;59.16;67.198;3;I do not know;2;;6234a55ef133e95769793f41;279;1;1;;
06/05/2022 17:54;06/05/2022 17:58;0;172.58.33.218;100;237;1;06/05/2022 17:58;R_2QMSuDwhDcVhB00;;;;;37.6403;-122.0667;anonymous;EN;1;;;I pay attention ;1;;;;;;;;;;;;;;;;;;;;;;;;;11.086;11.086;16.401;1;Religious beliefs ;2;7;7;44.983;55.658;64.028;3;She is a great tennis player ;2;6;6;22.873;22.873;31.039;1;It made a noise which made her look ;2;7;7;2;;;;;;;;5f910e8e53814b228b0dad03;237;0;;1;
06/05/2022 17:52;06/05/2022 17:59;0;162.194.158.128;100;428;1;06/05/2022 17:59;R_2eWqDj3WbFIyLl1;;;;;41.4866;-81.8037;anonymous;EN;1;;;I pay attention;1;70.611;70.611;90.142;1;The man is a clergyman or mayor;1;4;1;70.273;79.829;81.008;2;I do not know;2;4;1;78.97;83.286;92.957;3;I do not know;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5dbdf54d13d4c7320ab224f7;428;1;1;;
06/05/2022 17:55;06/05/2022 17:59;0;174.203.7.89;100;232;1;06/05/2022 17:59;R_2QX5Kpl5MBCkdgk;;;;;29.81;-95.5608;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;6.168;6.168;24.795;1;He is the priest who performed the weddings;1;2;2;38.866;45.48;45.999;2;She hit the ball straight up;1;4;2;17.526;17.526;47.6;1;I do not know;2;1;1;2;;;;;;;;5c12d01fc27527000196d18c;232;0;;1;
06/05/2022 17:55;06/05/2022 17:59;0;96.227.48.132;100;225;1;06/05/2022 17:59;R_1jTJNdVzufCvHIS;;;;;39.9664;-75.1685;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;11.018;22.347;22.967;6;Polygamous marriage is allowed;1;4;1;8.048;8.048;12.69;1;The ball bounced off the wall;1;4;1;6.785;6.785;18.981;1;She felt it fall and caught it by luck;2;2;1;2;;;;;;;;605bc8caf9e0b0f799baf6da;225;0;;1;
06/05/2022 17:56;06/05/2022 17:59;0;172.58.43.228;100;196;1;06/05/2022 17:59;R_0lkCm2G8s7wbUAx;;;;;47.6034;-122.3414;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;6.247;16.446;17.267;3;He is a mormon;1;1;1;2.299;37.504;38.336;5;The ball was hit at a hard mathematical angle;2;1;1;10.41;16.858;17.523;3;It is big;2;1;1;2;;;;;;;;5c2c81296e6d4a00014e8c8d;196;0;;1;
06/05/2022 17:57;06/05/2022 18:00;0;24.245.44.215;100;164;1;06/05/2022 18:00;R_3oEXPvO9BIPuXvs;;;;;44.9354;-93.1694;anonymous;EN;1;;;I pay attention;1;18.462;18.462;38.828;1;There isn't a law against it in this town ;2;1;5;18.089;18.089;24.486;1;I do not know;2;4;4;18.606;18.606;24.595;1;I do not know;2;5;4;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5c9bc47135cde70001837b95;164;1;1;;
06/05/2022 17:57;06/05/2022 18:00;0;104.37.156.13;100;216;1;06/05/2022 18:00;R_w16w4KN5DmBqEZr;;;;;28.5978;-81.3024;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;5.333;5.333;21.548;1;they are polygamous;1;1;1;32.099;32.099;40.8;1;she hit it against a wall;1;2;1;7.077;26.065;42.252;2;she didn't see it right away?;2;2;1;2;;;;;;;;60c7c096903b9b083aa00c4f;216;0;;1;
06/05/2022 17:57;06/05/2022 18:01;0;47.203.69.111;100;198;1;06/05/2022 18:01;R_4T8wyWI4zTnnlLP;;;;;28.0763;-82.4852;anonymous;EN;1;;;I pay attention;1;22.529;22.529;36.652;1;He's the pastor/judge;1;6;5;15.794;15.794;31.383;1;She hit it straight up in the air;1;4;5;23.639;23.639;31.841;1;I do not know;2;6;5;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;55a4323dfdf99b02ff6caf81;198;1;1;;
06/05/2022 17:59;06/05/2022 18:01;0;99.42.9.57;100;118;1;06/05/2022 18:01;R_2azsfInx9oSgFYc;;;;;36.0711;-86.7196;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;3.752;10.385;10.727;7;He's the priest;1;1;1;4.817;17.201;24.58;15;She played against a wall;1;4;1;4.56;10.979;18.34;7;There were streetlights;1;1;1;2;;;;;;;;5d1d073e2741ce0019113c67;118;0;;1;
06/05/2022 17:57;06/05/2022 18:01;0;35.129.112.2;100;280;1;06/05/2022 18:01;R_12eWgtCJRGWTNav;;;;;33.9449;-117.3834;anonymous;EN;1;;;I pay attention;1;1.125;1.531;12.893;3;He's a priest;1;1;3;1.194;35.516;36.372;4;I do not know;2;6;3;1.047;64.582;70.567;5;I do not know;2;5;2;;;;;;;;;;;;;;;;;;;;;;;;;1;0.927;71.675;72.812;3;I do not know;3;;6078b85e024d1d094113c3aa;280;1;1;;
06/05/2022 17:58;06/05/2022 18:02;0;76.28.20.13;100;206;1;06/05/2022 18:02;R_1MKCthm698O4rVc;;;;;41.6026;-72.9765;anonymous;EN;1;;;I pay attention;1;7.711;7.711;12.572;1;he's the pastor;1;1;3;9.938;9.938;15.581;1;she hit it straight up;1;1;3;29.104;29.104;49.512;1;leather is shiny;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;16.305;35.517;46.127;2;they handed him a note;2;;5d8a5f4a98c9cb00019998f6;206;1;1;;
06/05/2022 17:58;06/05/2022 18:04;0;71.230.70.26;100;336;1;06/05/2022 18:04;R_3PtPH4rrgjV2NnZ;;;;;40.1215;-75.3269;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;14.64;14.64;29.208;1;The man is a pastor and married the women to other men.;1;2;1;81.375;81.375;112.138;1;Denise shot the tennis ball straight up into the air, and it returned to her by falling back down due to gravity.;1;4;1;14.963;26.023;53.821;3;The clutch had a different color metal accent on it.;2;3;1;2;;;;;;;;60b8ebe00e8724e493098e52;336;0;;1;
06/05/2022 17:59;06/05/2022 18:05;0;75.111.215.180;100;317;1;06/05/2022 18:05;R_333BEhHSW4l61Rw;;;;;33.5134;-101.8818;anonymous;EN;1;;;I pay attention;1;39.364;39.364;46.543;1;He is a priest;1;6;4;25.285;25.285;34.558;1;She hit the ball straight up;1;4;2;22.005;22.005;27.111;1;It was daytime;1;5;5;;;;;;;;;;;;;;;;;;;;;;;;;1;93.897;93.897;98.54;1;I do not know;2;;5f483bd8636f062f76e06603;317;1;1;;
06/05/2022 18:02;06/05/2022 18:05;0;99.37.194.74;100;160;1;06/05/2022 18:05;R_3NJvlRWMQzMin2O;;;;;42.5538;-82.9185;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;9.972;12.145;15.716;3;I do not know;3;2;2;5.523;10.484;13.94;5;I do not know;2;2;3;29.131;31.408;36.05;3;I do not know;2;2;3;2;;;;;;;;5ee5777de62eb32c84555b3b;160;0;;1;
06/05/2022 18:03;06/05/2022 18:05;0;172.73.115.122;100;169;1;06/05/2022 18:05;R_1OUBugI0LNPlJXC;;;;;35.2701;-81.5306;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;0;0;19.548;0;I do not know;2;1;1;0;0;17.515;0;Someone hit it back;2;2;1;0;0;15.006;0;It was shiny;1;1;1;2;;;;;;;;5f218f86a3a5b05784d9d371;169;0;;1;
06/05/2022 18:01;06/05/2022 18:06;0;99.100.174.155;100;311;1;06/05/2022 18:06;R_1Ccf8hkQH6petwJ;;;;;29.5418;-98.4212;anonymous;EN;1;;;I pay attention;1;12.36;12.36;45.191;1;I do not know;2;7;7;33.686;33.686;76.492;1;She had a ball launcher;2;5;5;25.521;25.521;37.063;1;The clutch had gold on it;2;5;6;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;601750d7a0361e9a5e4fdc56;311;1;1;;
06/05/2022 18:01;06/05/2022 18:06;0;174.17.13.166;100;301;1;06/05/2022 18:06;R_2SuYtLTsW4M4BAo;;;;;33.4342;-111.8454;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;1.378;7.536;31.942;2;he is an officiant, he performs the marriages in town.;1;2;2;1.462;32.1;32.601;3;She hit it straight up into the air and gravity pulled it back down. ;1;2;2;1.314;1.314;50.3;1;The black leather was patent leather and she could see it shine against the asphalt.;1;2;2;2;;;;;;;;5dfa7beb37241c7d124bb4fd;301;0;;1;
06/05/2022 18:02;06/05/2022 18:06;0;107.77.234.98;100;254;1;06/05/2022 18:06;R_3s6UcSYk2YsHAUe;;;;;37.751;-97.822;anonymous;EN;1;;;I pay attention ;1;38.884;39.482;53.084;2;Thereâ€™s no law against multiple marriages;3;1;1;28.404;28.404;31.547;1;I donâ€™t know;2;1;1;20.264;30.673;50.629;2;A car came by that had lights on ;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5c5f95cf4fff5700017ecc6b;254;1;1;;
06/05/2022 18:02;06/05/2022 18:06;0;98.149.22.236;100;237;1;06/05/2022 18:06;R_3lEJOT1DhB1icb3;;;;;33.7518;-117.9932;anonymous;EN;1;;;I pay attention;1;0.828;1.028;38.134;2;I do not know;2;6;5;30.847;31.84;36.419;3;She hit it straight up in the air.;1;1;3;1.308;42.536;46.813;3;Her eyes have acclimated to the darkness.;2;5;5;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5fbedb605c74b312137f371b;237;1;1;;
06/05/2022 18:04;06/05/2022 18:06;0;75.86.69.136;100;157;1;06/05/2022 18:06;R_DTe0iYr1HrOmfRv;;;;;44.5458;-88.1019;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;1.144;1.144;28.809;1;I do not know;2;4;2;1.992;1.992;19.616;1;She hit it straight up;1;2;1;1.296;2.405;20.37;2;It did not shine;2;2;1;2;;;;;;;;5fd4335c2d643f1a0ed65cb7;157;0;;1;
06/05/2022 17:56;06/05/2022 18:07;0;74.218.138.114;100;636;1;06/05/2022 18:07;R_1eORSfeqwUBZVkw;;;;;40.1104;-83.1131;anonymous;EN;1;;;I pay attention;1;1.187;7.319;39.336;2;He was the person that was marrying the people together (preacher, pastor, etc.);1;1;1;1.568;1.568;43.51;1;She hit the tennis ball straight up in the air.;1;1;1;0.938;307.882;333.676;9;The clutch was glow in the dark;2;5;5;;;;;;;;;;;;;;;;;;;;;;;;;1;1.051;20.082;120.03;2;I don't know;2;;5ed17f22e1dc340c98fd6bc7;636;1;1;;
06/05/2022 18:04;06/05/2022 18:08;0;107.77.204.7;100;190;1;06/05/2022 18:08;R_3OlcP7AwDSrmt4X;;;;;38.6583;-77.2481;anonymous;EN;1;;;I pay attention ;1;13.128;13.128;26.824;1;He is the person who performs that marriages ;1;7;1;18.465;18.465;25.99;1;She threw it at the ground and it bounced ;2;7;1;35.168;35.168;39.853;1;I do not know ;2;7;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;60fcdcace2ae9576df065701;190;1;1;;
06/05/2022 18:05;06/05/2022 18:08;0;71.244.109.188;100;144;1;06/05/2022 18:08;R_1pGWE7YfkziLHP2;;;;;40.1101;-75.1567;anonymous;EN;1;;;I pay attention;1;1.217;1.217;11.76;1;he is a priest;1;2;2;2.309;19.733;20.598;2;she hit it against a wall;2;4;3;18.758;18.758;37.754;1;The sun was still out, she saw it with sunlight;1;5;4;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;61119e3139b8346b3ef32bf0;144;1;1;;
06/05/2022 18:02;06/05/2022 18:08;0;76.98.29.224;100;347;1;06/05/2022 18:08;R_1PUhAduRrX779VN;;;;;39.934;-75.16;anonymous;EN;1;;;I pay attention;1;5.637;5.637;31.545;1;The woman has split personalities.;2;5;3;87.382;88.432;90.502;2;I do not know.;3;2;2;2.733;43.463;44.716;3;I do not know.;2;6;3;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;6006f8b3977ac90f0e81d37d;347;1;1;;
06/05/2022 17:59;06/05/2022 18:08;0;172.58.103.208;100;568;1;06/05/2022 18:08;R_vdg1BFuGrxfUmT7;;;;;29.6518;-95.5176;anonymous;EN;1;;;I pay attention ;1;;;;;;;;;;;;;;;;;;;;;;;;;22.02;22.02;111.267;1;The man is the preacher, pastor, priest etc, who marrys the couple in the ceremony. ;1;1;1;34.897;34.897;47.064;1;Gravity ;2;1;1;34.694;80.03;83.95;5;She didnt drop it on the black asphalt. ;2;4;2;1;48.286;48.286;59.218;1;He is familiar with the rider;1;;5e532bad158f1d33b3473072;568;0;;1;
06/05/2022 18:06;06/05/2022 18:09;0;172.56.88.240;100;151;1;06/05/2022 18:09;R_3O8MTQ2azQ34zhg;;;;;29.4213;-98.5313;anonymous;EN;1;;;I pay attention;1;10.165;10.165;15.402;1;He was the officiator;1;5;2;24.084;24.084;30.29;1;She hit it straight up in the air;1;5;2;30.679;30.679;34.363;1;I do not know;2;5;2;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;60fcda2818c2d1cdd55a18aa;151;1;1;;
06/05/2022 18:06;06/05/2022 18:09;0;68.133.17.179;100;146;1;06/05/2022 18:09;R_1MMbtFXuLJCVvtH;;;;;42.9685;-78.7492;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;13.192;13.192;16.432;1;I dont know;2;7;1;17.01;17.01;27.027;1;Providing enough rotational spin to the ball;2;6;2;16.1;16.1;27.908;1;The color contrast of the zipper/metal;2;2;1;2;;;;;;;;5712a503ba4da20011c0132f;146;0;;1;
06/05/2022 18:05;06/05/2022 18:09;0;50.231.76.244;100;257;1;06/05/2022 18:09;R_OvCU4qG3UUni5JD;;;;;47.1112;-122.5897;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;23.496;28.658;29.046;4;I do not know.;2;1;4;14.771;16.98;23.063;2;I do not know.;2;1;5;14.2;26.953;27.316;3;Because it fell on her foot?;2;1;1;1;50.193;50.193;55.714;1;I do not know.;3;No further comments :D;61006914011a580d835d661a;257;0;;1;
06/05/2022 18:06;06/05/2022 18:11;0;104.218.65.68;100;255;1;06/05/2022 18:11;R_325672wcv4P09cX;;;;;40.7597;-96.6542;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;27.702;27.702;50.126;1;He didn't marry them he preformed their ceremonies;1;2;2;25.325;25.325;32.147;1;I do not know;2;6;4;23.61;23.61;29.611;1;It was shiny;1;4;2;2;;;;;;;;5fc54a4839204604d13affd5;255;0;;1;
06/05/2022 18:07;06/05/2022 18:11;0;75.166.162.30;100;256;1;06/05/2022 18:11;R_1Lu7xBMnqYCqZTv;;;;;39.642;-104.8958;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;1.201;1.201;17.335;1;He is a king;3;3;3;1.294;2.214;35.117;3;I don't know;2;5;6;1.766;1.766;43.532;1;There was something that Jen had on her clutch.;2;6;5;2;;;;;;;;614cd9dba2dad462039739cf;256;0;;1;
06/05/2022 18:06;06/05/2022 18:12;0;70.163.225.21;100;329;1;06/05/2022 18:12;R_6WllwpdKAb6PZlf;;;;;33.3121;-111.8213;anonymous;EN;1;;;I pay attention;1;1.224;1.224;17.996;1;he is a priest ;1;7;5;26.577;26.577;29.52;1;i dont know;2;2;5;42.719;42.719;46.836;1;The sun was out. ;1;4;3;;;;;;;;;;;;;;;;;;;;;;;;;1;1.554;48.466;48.948;4;because they gave him 5 dollars instead of one ;2;;610958c8d6b3c73ee399faed;329;1;1;;
06/05/2022 18:08;06/05/2022 18:12;0;97.101.227.245;100;230;1;06/05/2022 18:12;R_C8fL8D1TPmj4Wcx;;;;;28.4932;-81.2878;anonymous;EN;1;;;I pay attention;1;2.596;18.345;52.875;2;I do not know;2;4;2;21.883;21.883;39.058;1;She tossed it up;1;1;3;31.559;31.559;52.23;1;The sun was still out;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5c6205a724b1fc00019db2de;230;1;1;;
06/05/2022 18:08;06/05/2022 18:12;0;47.153.246.36;100;229;1;06/05/2022 18:12;R_2ZNzsCCgrLUcWEv;;;;;34.4802;-117.4093;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;16.195;16.195;29.769;1;He is a polygamist;1;4;4;24.834;41.638;45.496;2;She is hitting the ball against a wall;1;4;4;28.41;28.41;40.508;1;The clutch had a gold buckle;2;6;4;2;;;;;;;;58a623e90da7f10001de8553;229;0;;1;
06/05/2022 18:06;06/05/2022 18:12;0;72.135.211.169;100;365;1;06/05/2022 18:12;R_1i8mr8JNnjSVC3U;;;;;43.2189;-88.1165;anonymous;EN;1;;;I pay attention ;1;46.36;46.36;67.323;1;There they same women?;2;6;6;49.785;49.785;54.825;1;I do not know;3;2;2;25.174;25.174;64.302;1;I do not know;2;7;5;;;;;;;;;;;;;;;;;;;;;;;;;1;38.356;38.356;49.246;1;Because its a 5 dollar bill;2;;5f4f1795c7230316afc2b88a;365;1;1;;
06/05/2022 18:00;06/05/2022 18:12;0;96.245.252.232;100;724;1;06/05/2022 18:12;R_3HCbX5IODE2h3cp;;;;;38.663;-75.2443;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;0.885;0.885;43.36;1;he is a priest or an ordained minister or whatever it's called;1;3;4;0.767;0.767;146.28;1;she was in a moving vehicle with a moon roof and hit the ball while climbed out the moon roof partially;2;5;5;16.951;16.951;44.373;1;the metal parts of the clutch reflected some light ;1;1;1;1;26.953;26.953;52.883;1;the bus driver has a policy where no change is given;2;no  problems but i just wanted to let you know i think most of my answers were still pretty good like the priest one;550bb70bfdf99b6853dab45e;724;0;;1;
06/05/2022 18:09;06/05/2022 18:13;0;73.113.168.186;100;247;1;06/05/2022 18:13;R_1r32BOc6bKPsXAC;;;;;36.0499;-83.9228;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;30.23;38.745;39.246;3;They must have all moved away from the town.;2;2;1;29.917;29.917;39.478;1;It hit a wall and bounced back;1;2;1;22.906;51.87;56.001;5;I assume it was a different shade of black/different material and reflected more moonlight than the pavement;1;2;1;2;;;;;;;;60394abb2aefd14351543a13;247;0;;1;
06/05/2022 18:05;06/05/2022 18:13;0;76.208.34.223;100;464;1;06/05/2022 18:13;R_2PmMBtQCIM0dUqJ;;;;;30.6552;-93.8964;anonymous;EN;1;;;I pay attention;1;1.376;59.375;60.113;3;He is the preacher performing the marriages.;1;5;5;25.62;25.62;43.47;1;She hit the ball straight up.;1;1;1;28.892;28.892;51.561;1;It was daytime;1;3;4;;;;;;;;;;;;;;;;;;;;;;;;;1;155.223;155.803;173.453;2;The passenger handed the driver five one dollar bills.;1;;6075ff702ca9dd94767cca11;464;1;1;;
06/05/2022 18:10;06/05/2022 18:13;0;174.81.60.179;100;192;1;06/05/2022 18:13;R_eFkobpeANiNqg01;;;;;34.5826;-117.424;anonymous;EN;1;;;I pay attention ;1;9.591;9.591;15.577;1;Heâ€™s a priest;1;2;1;32.484;32.484;36.494;1;I donâ€™t know;2;6;1;25.821;25.821;39.695;1;I do not know;2;7;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5f4ee7ff2c5da213f015a27e;192;1;1;;
06/05/2022 18:11;06/05/2022 18:13;0;96.27.63.160;100;141;1;06/05/2022 18:13;R_TdqbG7OqeVHwwZH;;;;;42.5144;-82.9769;anonymous;EN;1;;;I pay attention;1;10.63;10.63;18.802;1;He was the officiant;1;5;1;13.895;13.895;23.553;1;she hits it straight up in the air;1;5;1;16.097;16.097;21.838;1;it was daytime;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;617378aeffbba11d8971051c;141;1;1;;
06/05/2022 18:09;06/05/2022 18:13;0;24.6.231.254;100;271;1;06/05/2022 18:13;R_3k7l03dEKlVemjN;;;;;37.7045;-122.0742;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;18.399;48.067;72.502;2;He is in love with all 20 women.;2;7;7;15.9;18.396;36.784;2;The ball ricochet off the wall;1;7;7;8.34;8.34;56.77;1;She heard the clutch hitting the ground.;2;1;1;2;;;;;;;;5e46f490a5748507c57e3c5f;271;0;;1;
06/05/2022 18:10;06/05/2022 18:13;0;104.173.79.150;100;174;1;06/05/2022 18:13;R_3fl22hBAbzp8By6;;;;;34.6038;-118.2295;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;8.65;24.838;25.167;3;He is the one that was marrying the couples.;1;4;5;16.104;19.813;34.492;2;Gravity pulls the ball back down to her 180 degrees;1;4;3;7.655;11.985;16.195;3;I do not know;3;1;1;2;;;;;;;;5b2f2c586d601d0001d5cd73;174;0;;1;
06/05/2022 18:09;06/05/2022 18:13;0;76.30.245.21;100;273;1;06/05/2022 18:13;R_1CC4m4291E2drKY;;;;;29.5656;-95.2747;anonymous;EN;1;;;I pay attention;1;43.77;64.158;71.196;5;I do not know;3;3;2;30.677;33.232;33.515;5;I do not know.;2;5;4;23.518;74.396;75.549;11;I do not know.;2;7;6;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5c8ae4a8dbf5cd0001a6b028;273;1;1;;
06/05/2022 18:11;06/05/2022 18:14;0;104.185.158.46;100;216;1;06/05/2022 18:14;R_1dBwkGIJfCvGD3o;;;;;33.1177;-96.6791;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;1.5;51.684;52.603;7;He is the wedding officiator ;1;1;2;15.269;15.269;30.161;1;She slice the ball at such angle that it curves back at her;2;1;1;29.306;30.423;37.188;3;The road is well lit;1;1;1;2;;;;;;;;5a7dfc2c5292b8000122bd74;216;0;;1;
06/05/2022 18:07;06/05/2022 18:15;0;73.9.154.167;100;425;1;06/05/2022 18:15;R_3EalV6I4aIsnLgQ;;;;;41.762;-87.5703;anonymous;EN;1;;;I pay attention;1;38.506;38.506;49.587;1;I don't know;2;6;5;43.868;43.868;57.334;1;i would guess she was playing a video game;2;4;5;73.055;73.055;109.15;1;the narrative never explains how she saw the purse;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;623524219107979897ef8426;425;1;1;;
06/05/2022 18:08;06/05/2022 18:15;0;104.63.101.51;100;448;1;06/05/2022 18:15;R_2xWQxQNfgZQSPBi;;;;;29.934;-95.613;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;23.23;27.36;29.181;3;I do not know;2;1;1;52.356;54.571;56.339;3;I do not know;2;1;1;30.619;30.619;61;1;She tripped over and looked down.;2;1;1;2;;;;;;;;5c4c7a1a9446be00017e6b4a;448;0;;1;
06/05/2022 18:13;06/05/2022 18:16;0;24.61.35.6;100;194;1;06/05/2022 18:16;R_3EQ3XguwFyBHPYF;;;;;42.4684;-70.9465;anonymous;EN;1;;;I pay attention;1;16.067;26.729;36.309;7;he is a pastor;1;2;3;19.805;20.023;29.1;2;Denise turned around;3;1;1;30.982;30.982;35.357;1;i do not know.;2;4;4;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5faeb8eb6562cd0163f216ec;194;1;1;;
06/05/2022 18:13;06/05/2022 18:16;0;47.14.120.46;100;202;1;06/05/2022 18:16;R_22IYhG0dulsVDcS;;;;;42.1753;-71.6017;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;8.238;8.238;14.11;1;He is the minister;2;1;1;13.676;13.676;22.2;1;She has a bird trained to return it;2;1;1;40.345;40.345;52.9;1;I do not know;2;1;1;2;;;;;;;;5b6bacf00afa6f000107210f;202;0;;1;
06/05/2022 18:11;06/05/2022 18:16;0;75.115.132.183;100;340;1;06/05/2022 18:16;R_39lyg0JenMDOZwJ;;;;;28.0763;-82.4852;anonymous;EN;1;;;I pay attention ;1;51.9;59.684;60.435;3;I donâ€™t know;2;5;4;41.062;52.423;53.49;2;She hit it straight up;1;2;4;72.052;78.114;78.595;2;I donâ€™t know;2;6;4;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;5f09f9a38bf3690ea1c20c96;340;1;1;;
06/05/2022 18:12;06/05/2022 18:16;0;140.82.163.2;100;286;1;06/05/2022 18:16;R_3I5gbAT9KJNsKTt;;;;;35.1349;-106.6402;anonymous;EN;1;;;I pay attention;1;13.566;26.848;30.86;2;He officiated 20 weddings.;1;5;5;36.893;36.893;49.925;1;Her bet was that she could, not that she would.;2;6;5;53.689;54.428;59.621;2;She stepped on it;2;6;5;;;;;;;;;;;;;;;;;;;;;;;;;1;21.772;21.772;35.871;1;The passenger gave the driver 5 singles.;1;no comments;5e9f5c69290ef80c286040e5;286;1;1;;
06/05/2022 18:10;06/05/2022 18:17;0;184.101.11.246;100;400;1;06/05/2022 18:17;R_1mO5k5OosNvN22c;;;;;33.5629;-112.0519;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;1.522;19.919;32.118;4;He's a pastor conducting the weddings. ;1;1;1;23.312;23.312;28.451;1;she hit it straight up.;1;1;1;24.131;82.009;82.501;3;The road was well lit. ;1;1;1;2;;;;;;;;6010f9387969064a53ea6b69;400;0;;1;
06/05/2022 18:14;06/05/2022 18:17;0;24.45.35.221;100;197;1;06/05/2022 18:17;R_1eY6iaa0P7ntGJ3;;;;;41.7171;-73.9926;anonymous;EN;1;;;I pay attention;1;;;;;;;;;;;;;;;;;;;;;;;;;5.62;5.62;18.788;1;I do not know;2;5;3;25.03;25.03;51.63;1;The ball is attached to a string and a pole. ;2;4;3;21.5;21.5;25.68;1;I do not know;2;5;2;2;;;;;;;;5b25b16e34ffd00001b43e24;197;0;;1;
