StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1_consent,Q2.1,Q2.2,Q3.1_attention,Q4.2_understanding,11_Q5.1_First Click,11_Q5.1_Last Click,11_Q5.1_Page Submit,11_Q5.1_Click Count,11_answer,11_solved,11_insight,11_sharing,12_Q5.1_First Click,12_Q5.1_Last Click,12_Q5.1_Page Submit,12_Q5.1_Click Count,12_answer,12_solved,12_insight,12_sharing,15_Q5.1_First Click,15_Q5.1_Last Click,15_Q5.1_Page Submit,15_Q5.1_Click Count,15_answer,15_solved,15_insight,15_sharing,14_time_First Click,14_time_Last Click,14_time_Page Submit,14_time_Click Count,14_answer,14_solved,14_insight,14_sharing,16_time_First Click,16_time_Last Click,16_time_Page Submit,16_time_Click Count,16_answer,16_solved,16_insight,16_sharing,40_time_First Click,40_time_Last Click,40_time_Page Submit,40_time_Click Count,40_answer,40_solved,40_insight,40_sharing,implicit_motivation,answer_supp,solved_supp,Q8.1,PROLIFIC_PID,Q_TotalDuration,condition,FL_5_DO_FL_27,FL_5_DO_FL_30
2022-04-27 17:25:25,2022-04-27 17:32:27,0,107.77.237.142,100,422,1,2022-04-27 17:32:27,R_RWacy5k0xlOQTTP,,,,,33.7485,-84.3871,anonymous,EN,1,,,I pay attention,1,16.447,52.69,60.474,2,He is the official who performs marriage ceremony,1,4,2,24.083,75.711,76.586,3,She attached  ball to tennis racket with elastic band,2,1,1,59.329,107.168,118.391,2,Her clutch had a reflector on the leather,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5aad9c53c4914b0001a39659,422,1,1,
2022-04-27 17:28:22,2022-04-27 17:32:37,0,73.5.187.113,100,255,1,2022-04-27 17:32:38,R_1QshmuQMqxuZ0J6,,,,,44.8283,-93.042,anonymous,EN,1,,,I pay attention,1,14.466,33.782,35.925,2,he was a preacher who presided over the marriage ceremonies,1,1,1,29.676,29.676,35.321,1,I do not know,2,5,1,20.491,20.491,33.128,1,It was a bright color that contrasted against the darkness,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,6266db0dcf3e4f16fb9d7c56,255,1,1,
2022-04-27 17:27:55,2022-04-27 17:34:55,0,68.12.93.97,100,420,1,2022-04-27 17:34:56,R_RzzHaL8mxe0Abcd,,,,,35.5774,-97.6412,anonymous,EN,1,,,"I pay attention ",1,16.437,16.437,27.715,1,"He’s the preacher ",1,5,5,48.181,52.74,53.195,2,I don’t know,2,6,6,64.153,64.153,69.387,1,I don’t know,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,1,He has four people with him,2,Fun and interesting. I’m not good at riddles!,5fd14598fd2de30f5eea2fc4,420,1,1,
2022-04-27 17:31:11,2022-04-27 17:35:54,0,71.232.42.137,100,282,1,2022-04-27 17:35:54,R_10Tb9GgEyg7k3Pa,,,,,42.3268,-71.1341,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,68.366,68.366,71.541,1,i do not know,2,1,4,3.157,8.326,12.332,2,16,2,5,4,106.207,106.207,124.565,1,I do not know,2,2,3,2,,,,60c12c0450fc37e8e2fd0e99,282,0,,1
2022-04-27 17:34:59,2022-04-27 17:38:01,0,146.95.39.46,100,181,1,2022-04-27 17:38:01,R_1M7dfqDZzLerOCt,,,,,40.7123,-73.7985,anonymous,EN,1,,,I pay attention,1,7.675,7.675,28.373,1,"He performed the marriages, he is not a husband.",1,4,2,32.4,32.4,43.343,1,She was going to hit it upwards,1,5,3,25.887,25.887,42.428,1,She dropped it off the side of the road,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5d92433e243c0c00183694a0,181,1,1,
2022-04-27 17:37:17,2022-04-27 17:39:01,0,216.252.196.51,100,104,1,2022-04-27 17:39:02,R_1ojo9r3RzAyEElU,,,,,37.2532,-80.4347,anonymous,EN,1,,,I pay attention,1,7.419,7.419,10.489,1,He's the priest,1,1,5,5.952,5.952,9.36,1,I do not know.,2,4,2,15.533,20.565,20.918,2,I do not know.,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,594a9305647e0600014f7c3d,104,1,1,
2022-04-27 17:32:37,2022-04-27 17:39:10,0,96.248.8.244,100,393,1,2022-04-27 17:39:10,R_3ixkLLHLCDqWv2G,,,,,37.5157,-77.2758,anonymous,EN,1,,,I pay attention,1,7.835,7.835,32.95,1,"He's a minister, and he was the one who performed the ceremonies.",1,7,7,14.418,14.418,57.182,1,I don't know.,2,7,7,24.421,33.267,75.628,2,"Her clutch may have had something shiny on it, like gold or brass.",2,7,7,,,,,,,,,,,,,,,,,,,,,,,,,1,I don't know.,2,,5f18ff404f90fe1473c2e3b6,393,1,1,
2022-04-27 17:36:18,2022-04-27 17:41:20,0,73.44.34.229,100,301,1,2022-04-27 17:41:20,R_3L0vWyXd5i5CW32,,,,,41.5335,-87.8931,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,8.031,8.031,11.708,1,I do not know,2,5,3,29.266,29.266,40.4,1,24,2,4,2,60.702,60.702,134.417,1,fill 25L 3 times and 11 L 1 time to get 86L,1,4,2,2,,,,60fcf9abf635e9904cb7dca9,301,0,,1
2022-04-27 17:35:43,2022-04-27 17:41:35,0,174.199.227.255,100,352,1,2022-04-27 17:41:36,R_1gnJOE1bKDamSEf,,,,,33.4479,-86.492,anonymous,EN,1,,,I pay attention,1,15.412,15.412,19.985,1,He’s a minister,1,4,5,86.261,86.261,89.893,1,I do not know,2,4,6,38.282,48.295,54.001,2,It was daylight,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,1,I do not know,2,,60199dc499b0a7105341be00,352,1,1,
2022-04-27 17:34:58,2022-04-27 17:41:56,0,70.44.134.9,100,417,1,2022-04-27 17:41:56,R_2pReMTnD8wAjjpc,,,,,41.1988,-75.9053,anonymous,EN,1,,,I pay attention,1,30.167,30.167,67.722,1,He's either the chaplain or the officiating person,1,5,5,27.606,27.606,61.442,1,I guess gravity and she's doing it in an open field,1,3,3,57.553,57.553,64.758,1,It was daytime.,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5c32747923f1c60001a6c220,417,1,1,
2022-04-27 17:35:48,2022-04-27 17:42:39,0,108.233.81.229,100,410,1,2022-04-27 17:42:39,R_2Xj610cyIP7pcQa,,,,,37.6864,-121.7654,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,104.264,134.197,145.806,6,"The jack is a heart, the king is a diamond, queen is a spade.",1,2,5,11.858,11.858,37.682,1,31,1,1,2,50.936,105.946,116.372,3,"Using the 25L container, fill it three times and dump the contents into the 99L container to make 75L. Then use the 11L container to add 11L into the 99L container to total 86L.",1,4,6,2,,,,59f71f797086f80001941493,410,0,,1
2022-04-27 17:34:57,2022-04-27 17:46:31,0,73.206.251.8,100,693,1,2022-04-27 17:46:31,R_3G9bqyocZP6Ixzj,,,,,29.7228,-95.4251,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,385.661,395.054,396.309,2,"Heart Jack, Diamond King, Spade Queen",1,6,4,53.265,53.265,55.113,1,39,3,1,1,21.535,124.484,129.203,6,"I do not know. ",2,2,1,2,,,,5ec54eefe89daa4ce7b3a4ef,693,0,,1
2022-04-27 17:41:36,2022-04-27 17:49:04,0,97.104.22.100,100,448,1,2022-04-27 17:49:05,R_Ucf1PX7kuKOswkF,,,,,29.5554,-81.2207,anonymous,EN,1,,,"I pay attention ",1,36.242,36.242,48.888,1,He was the clergyman that did the ceremonies.,1,1,7,31.804,31.804,45.814,1,She had a special boomerang tennis ball.,2,4,7,57.522,57.522,67.931,1,"The clutch had neon lighting. ",2,4,7,,,,,,,,,,,,,,,,,,,,,,,,,1,I do not know,2,,60cb452a9fe7495b22f3aec8,448,1,1,
2022-04-27 17:46:46,2022-04-27 17:49:20,0,173.80.244.166,100,153,1,2022-04-27 17:49:20,R_3M4FollrC2wzU5q,,,,,37.4178,-81.1795,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,15.161,15.161,27.494,1,I do not know,3,1,1,7.247,7.247,15.308,1,Four,3,1,1,14.59,14.59,20.116,1,I do not know,2,3,3,2,,,,605227cce42b4851deeb8b66,153,0,,1
2022-04-27 17:45:00,2022-04-27 17:50:27,0,47.135.1.239,100,326,1,2022-04-27 17:50:27,R_3RjFbix9dyoTSj6,,,,,35.7532,-81.3264,anonymous,EN,1,,,I pay attention,1,12.399,12.399,58.231,1,"He performed the weddings as an official, not person getting married to someone.",1,3,2,45.476,45.476,77.483,1,If she hits it straight up into the air then it will eventually fall straight back down due to gravity.,1,5,5,12.924,12.924,24.044,1,It was daytime/light outside.,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5a00a8160fff620001a6b776,326,1,1,
2022-04-27 17:45:22,2022-04-27 17:50:49,0,108.184.20.97,100,327,1,2022-04-27 17:50:50,R_3MfAhedAIu89TiN,,,,,33.8651,-118.0717,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,25.687,39.976,59.184,3,I do not know,2,1,5,84.247,84.247,86.441,1,31,1,1,5,55.309,55.309,65.243,1,"25, 25, 25, 11",1,1,5,2,,,,615b52a780ee6b2916998ce6,327,0,,1
2022-04-27 17:46:57,2022-04-27 17:51:16,0,68.44.112.44,100,258,1,2022-04-27 17:51:17,R_2fjsRwam4WIPhv1,,,,,40.5025,-86.1462,anonymous,EN,1,,,I pay attention,1,24.357,24.357,31.952,1,I dont know,2,5,5,22.801,22.801,33.463,1,I dont know,2,4,3,17.101,17.101,52.033,1,Clutch had light,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,1,I dont know,2,,5e795b321feceb5164cd115d,258,1,1,
2022-04-27 17:46:12,2022-04-27 17:52:44,0,24.181.163.223,100,392,1,2022-04-27 17:52:44,R_3NDmREFMR7qzcBl,,,,,42.7355,-89.0405,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,66.959,66.959,71.036,1,no,2,1,4,21.799,21.799,36.29,1,16,3,1,4,87.267,87.267,160.353,1,use the 25L 3x and the 11 once,1,2,4,2,,,,6138c2a6b71e7db9178095af,392,0,,1
2022-04-27 17:50:43,2022-04-27 17:55:11,0,192.180.245.196,100,268,1,2022-04-27 17:55:12,R_31d6RlcbWRPBgny,,,,,39.9418,-83.8357,anonymous,EN,1,,,I pay attention,1,0.754,1.156,15.593,2,He is a pastor,1,4,3,0.895,22.117,28.028,2,It was tied to the racket,2,7,5,1.009,46.136,50.03,9,It was day time,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,1,He hands 5 individual dollars,1,,5e668d33ffed4c410e662f8a,268,1,1,
2022-04-27 17:47:01,2022-04-27 17:55:40,0,24.26.133.38,100,519,1,2022-04-27 17:55:41,R_2wTSEkczWlCbZpj,,,,,40.0732,-82.4017,anonymous,EN,1,,,I pay attention,1,20.492,20.492,38.516,1,He was the officiant who performed the town's marriages.,1,2,3,54.207,114.449,115.071,5,"She hit the ball straight up into the air above her, and then it fell because of gravity right back to her.",1,1,4,130.346,130.346,149.798,1,"The clutch was made with ""glow in the dark"" materials.",2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,1,I do not know.,2,n/a,5c2e673889f0350001760e06,519,1,1,
2022-04-27 17:51:14,2022-04-27 17:55:42,0,69.201.93.22,100,267,1,2022-04-27 17:55:42,R_2wBwFDMCfb8XYfS,,,,,43.0842,-75.2287,anonymous,EN,1,,,I pay attention,1,11.996,17.159,17.62,2,I don't know,2,6,4,2.901,20.169,27.7,2,She hit the tennis ball against a wall,2,5,4,18.708,18.708,23.359,1,I don't know,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,616829d7504e0346ff2b51df,267,1,1,
2022-04-27 17:49:52,2022-04-27 17:55:58,0,97.115.253.198,100,365,1,2022-04-27 17:55:58,R_8HN9xZd45ufXfjj,,,,,45.3993,-122.6079,anonymous,EN,1,,,I pay attention.,1,1.953,54.189,59.204,2,I do not know.,2,1,1,15.406,50.242,51.048,7,I do not know.,2,4,4,1.162,73.437,81.739,17,I do not know.,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,I do not know.,2,,5c28a7d31c8e4c0001b2e0a4,365,1,1,
2022-04-27 17:53:45,2022-04-27 17:56:14,0,24.47.208.78,100,148,1,2022-04-27 17:56:14,R_1I5WClNrhkSm9vx,,,,,40.9451,-74.2531,anonymous,EN,1,,,i pay attention,1,0.93,7.323,21.401,2,he was the officiant,1,2,4,7.109,7.109,15.075,1,i do not know,3,1,1,27.256,27.256,34.938,1,felt for it,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5e5c88c3be924d475ff0fc34,148,1,1,
2022-04-27 17:49:41,2022-04-27 17:56:32,0,174.199.163.68,100,411,1,2022-04-27 17:56:33,R_zULhD4VRN1RRuIp,,,,,33.5226,-86.8033,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,79.354,87.846,97.094,3,Jack Queen King,2,3,6,36.622,41.825,47.222,2,16,3,1,1,35.785,35.785,39.63,1,"I don’t know ",2,6,7,1,"Chicken ",1,,61034c4de28be4c9cd4542c7,411,0,,1
2022-04-27 17:52:35,2022-04-27 17:56:48,0,96.42.18.76,100,253,1,2022-04-27 17:56:48,R_rchFb0F0ORcfPY5,,,,,42.5649,-89.0843,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,51.511,51.511,56.312,1,I do not know,2,6,6,14.964,14.964,31.364,1,16,2,6,6,47.296,47.296,53.032,1,I do not know,2,4,4,2,,,,5bd893be30bfa90001efc6ce,253,0,,1
2022-04-27 17:54:37,2022-04-27 17:57:54,0,76.175.166.127,100,196,1,2022-04-27 17:57:54,R_28IJtWYPVJHqFTJ,,,,,33.7256,-117.9119,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,1.065,55.139,61.524,2,I do not know,2,3,1,0.684,1.587,8.021,5,I do not know,1,5,2,1.029,33.034,51.689,9,"Obtain 100L and pour out 14L ",1,5,1,2,,,,56c984eb10a82f0006ffd111,196,0,,1
2022-04-27 17:52:01,2022-04-27 17:59:23,0,172.58.46.191,100,442,1,2022-04-27 17:59:24,R_2PthcdJDGhXwhdg,,,,,47.6034,-122.3414,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,46.099,64.676,70.768,2,"diamond, heart, spade",3,1,4,14.386,33.644,38.435,2,31,1,1,3,34.39,34.39,39.35,1,I don't know,2,1,5,2,,,,57b60487e5b60d0001083aea,442,0,,1
2022-04-27 17:52:41,2022-04-27 17:59:37,0,24.210.83.59,100,415,1,2022-04-27 17:59:37,R_xFONZQy5AuCCk13,,,,,40.0732,-82.4017,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,80.893,183.517,187.838,3,I do not know,2,1,5,35.848,35.848,38.295,1,16,2,1,5,62.386,62.386,81.668,1,Pour out all the water and then fill one up to exactly 86L,2,1,3,2,,,,5f4e8db327d2a0098ef31aab,415,0,,1
2022-04-27 17:54:44,2022-04-27 17:59:40,0,172.75.148.209,100,295,1,2022-04-27 17:59:40,R_22zYNVUbdcIuaTB,,,,,34.0853,-80.9167,anonymous,EN,1,,,i pay attention,1,14.997,23.002,33.441,2,his previous wives died,2,4,1,40.704,40.704,82.725,1,it was attached to a string,2,1,1,30.465,30.465,39.66,1,i don't know,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5e69076e64d2fb1bc091241a,295,1,1,
2022-04-27 17:52:49,2022-04-27 18:01:03,0,12.125.214.70,100,493,1,2022-04-27 18:01:03,R_29lUa6y3lPi78M2,,,,,33.4724,-82.0889,anonymous,EN,1,,,I pay attention,1,22.201,22.201,36.482,1,He is a priest or preacher,1,6,4,54.241,141.582,149.104,3,I do not know,2,7,5,53.679,58.901,85.579,2,I do not know,2,7,5,,,,,,,,,,,,,,,,,,,,,,,,,1,I do not know,2,,60c35c4fabca21fb4a0c9f17,493,1,1,
2022-04-27 17:55:27,2022-04-27 18:01:43,0,47.195.25.69,100,375,1,2022-04-27 18:01:43,R_b1ay4l4PV0E6MQp,,,,,27.9611,-81.9398,anonymous,EN,1,,,I pay attention,1,3.097,3.097,35.839,1,He is a pastor.,1,4,5,15.694,15.694,29.555,1,She hit the ball vertically into the air.,1,3,1,2.75,2.75,79.908,1,The clutch had lighting.,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Passenger is carrying a suitcase.,2,"Interesting. Hope I didn't skew the results too bad, can't believe I didn't realize it wasn't at night, my answer ended up being fairly ridiculous but I don't carry a purse.",58ae2c4ed6a2220001179f7c,375,1,1,
2022-04-27 17:52:21,2022-04-27 18:01:55,0,71.41.28.145,100,574,1,2022-04-27 18:01:55,R_QmscC4imEkNFnfX,,,,,25.9244,-97.4626,anonymous,EN,1,,,"I pay attention ",1,88.136,115.95,155.367,3,"Lives in an area where polygamy is legal ",2,4,4,0.847,86.813,87.443,42,"This ones tough so i don't know ",2,5,2,1.001,81.17,81.934,47,"The sound of the clutch falling is what did it ",2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5c0c90e7632102000147c3cc,574,1,1,
2022-04-27 17:57:39,2022-04-27 18:02:21,0,70.127.67.12,100,282,1,2022-04-27 18:02:22,R_DOicu7AxLsO6LgR,,,,,28.4797,-82.5126,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,34.376,46.738,46.743,4,I do not know,3,1,1,18.103,18.103,22.966,1,16,3,1,1,86.617,86.617,99.884,1,I DO NOT KNOW,2,2,1,2,,,,5be8d4af25507300010dd4e4,282,0,,1
2022-04-27 17:59:02,2022-04-27 18:02:47,0,50.159.189.9,100,225,1,2022-04-27 18:02:48,R_26i63ThZuX76PtL,,,,,36.129,-115.2765,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,34.096,34.096,38.345,1,"I do not know ",2,4,5,16.83,16.83,19.664,1,16,3,3,3,42.16,42.16,45.696,1,I do not know,3,2,2,2,,,,606799ee27d39e784b1e5eb6,225,0,,1
2022-04-27 18:02:14,2022-04-27 18:03:00,0,50.80.233.156,100,45,1,2022-04-27 18:03:00,R_1KdpJwVsmtHWwmY,,,,,42.5144,-90.693,anonymous,EN,1,,,I pay attention,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d45c2d1da9cb60015aa4312,45,,,
2022-04-27 17:55:48,2022-04-27 18:03:00,0,75.189.235.48,100,432,1,2022-04-27 18:03:01,R_2P0xKNNG3SPkfis,,,,,35.001,-78.9345,anonymous,EN,1,,,I pay attention,1,16.206,16.206,42.641,1,"He was the minister who married 20 couples, of which 20 were women.",1,1,4,23.752,23.752,61.439,1,"She was probably hitting balls using an air generated tennis ball machine. ",2,1,1,50.729,50.729,55.427,1,I do not know,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5d5067b25371ae00191f69c4,432,1,1,
2022-04-27 17:56:31,2022-04-27 18:03:25,0,166.205.222.33,100,413,1,2022-04-27 18:03:25,R_puFgcB6Rr3VbZPr,,,,,36.1671,-86.7861,anonymous,EN,1,,,"I pay attention ",1,10.714,26.842,30.92,3,He is a minister,1,4,6,40.301,40.301,71.441,1,She hit it straight up in the air and then it fell right back down to her,1,4,5,33.105,33.105,52.329,1,It was a different shape than the road,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,1,I do not know,2,,6266a95d927943d0147dc188,413,1,1,
2022-04-27 18:00:54,2022-04-27 18:03:50,0,69.9.59.184,100,175,1,2022-04-27 18:03:50,R_2R4BytxRIbA5aQX,,,,,43.3784,-116.5457,anonymous,EN,1,,,I pay attention,1,46.734,52.29,56.836,2,I do not know,3,2,1,9.567,10.268,12.776,2,I do not know,2,4,2,15.305,15.305,28.997,1,It was daytime,1,6,5,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,597a66525ea29d000126efbe,175,1,1,
2022-04-27 17:51:13,2022-04-27 18:03:56,0,47.136.60.183,100,762,1,2022-04-27 18:03:56,R_1r8k0M3TDzGPwB7,,,,,34.0896,-117.8895,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,106.436,228.29,336.954,4,"1. 10, jack, queen   2. clubs, spade, diamond  3. Heart King, Heart Queen  4.  King Spade, Queen Spade",3,1,1,7.5,9.454,26.699,2,I do not know,3,1,1,86.695,86.695,124.78,1,25L x 3  and 11L x 1,1,6,4,2,,,,5c8ec999bb6a3c00014acf5f,762,0,,1
2022-04-27 18:00:46,2022-04-27 18:04:00,0,68.228.97.145,100,194,1,2022-04-27 18:04:01,R_1NrbHsQEuxEgfEW,,,,,29.6959,-82.4042,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,7.485,7.485,10.745,1,"I do not know ",3,1,1,48.368,48.368,51.001,1,32,3,1,1,51.267,51.267,54.479,1,"i do not know ",3,1,1,2,,,,6102db3e8323ff94eb29e2e1,194,0,,1
2022-04-27 17:57:54,2022-04-27 18:04:06,0,107.77.200.70,100,371,1,2022-04-27 18:04:06,R_5hvDe72GJ0XtqW5,,,,,32.7797,-96.8022,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,8.622,8.622,13.933,1,I do not know,3,2,2,14.82,14.82,18.268,1,16,3,1,1,29.21,152.163,158.891,3,I do not know,2,2,4,2,,,,620bde60a922fc3f247f6e6d,371,0,,1
2022-04-27 18:00:44,2022-04-27 18:04:38,0,73.235.66.145,100,234,1,2022-04-27 18:04:38,R_2ARmrSSFApzgNxn,,,,,36.3287,-119.6474,anonymous,EN,1,,,I pay attention,1,9.461,9.461,14.418,1,he's the priest,1,6,6,33.392,57.739,62.312,4,I do not know,2,7,7,1.894,1.894,21.503,1,I do not know,2,7,7,,,,,,,,,,,,,,,,,,,,,,,,,1,I do not know,2,,5ac399bce734400001da2257,234,1,1,
2022-04-27 17:59:24,2022-04-27 18:05:40,0,165.91.13.219,100,376,1,2022-04-27 18:05:41,R_2VOWIGe0HohX3wR,,,,,30.6032,-96.3136,anonymous,EN,1,,,"I pay attention ",1,44.205,44.205,52.409,1,"I do not know ",2,7,4,60.403,60.403,88.456,1,"she threw it up ",1,1,1,30.414,54.307,55.853,2,"she knew where the clutch had fallen on the ground, saw a slight outline of a bag emerging from the ground. ",2,7,5,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,614a4262961b207527c61aae,376,1,1,
2022-04-27 18:02:36,2022-04-27 18:05:43,0,75.55.157.111,100,186,1,2022-04-27 18:05:43,R_0Nw6d55egHPWOvT,,,,,35.7163,-86.9093,anonymous,EN,1,,,"I pay attention ",1,,,,,,,,,,,,,,,,,,,,,,,,,23.413,23.413,25.372,1,Yes,2,5,3,17.849,17.849,19.676,1,16,2,1,1,24.445,29.276,29.868,2,"I do not know ",2,6,1,2,,,,5cbf87e2a4f6cd000172a1ec,186,0,,1
2022-04-27 18:00:10,2022-04-27 18:05:43,0,108.35.186.20,100,333,1,2022-04-27 18:05:43,R_BsrnUEqAWTiOIaR,,,,,40.8318,-74.121,anonymous,EN,1,,,I pay attention,1,8.809,16.995,40.004,13,"he's the person who announces people married, forgot what its' called",1,4,1,41.273,41.273,53.312,1,maybe the tennis ball was attached to a tether or bungee,2,1,1,38.782,38.782,62.105,1,the zipper or button was shimmering,2,6,5,,,,,,,,,,,,,,,,,,,,,,,,,1,passenger gives 5 singles,1,,5a25f3d5564bdf0001646007,333,1,1,
2022-04-27 18:02:03,2022-04-27 18:06:05,0,130.44.143.14,100,242,1,2022-04-27 18:06:05,R_Rb5pBWfUzo3R74B,,,,,42.3797,-71.1034,anonymous,EN,1,,,I pay attention,1,12.455,22.978,59.281,3,he's a preist and he conducted the ceromonies to marry the women,1,7,4,23.955,23.955,37.795,1,she hit it straight up into the air,1,7,5,29.132,29.132,36.742,1,I do not know,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5c3a865019ceb400010c914a,242,1,1,
2022-04-27 17:56:46,2022-04-27 18:06:11,0,73.68.222.55,100,564,1,2022-04-27 18:06:12,R_2cAQ7gGvtNlGaR9,,,,,42.428,-71.0618,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,11.293,16.588,18.739,4,I do not know,2,2,1,7.535,7.535,10.369,1,8,3,1,1,51.66,51.66,77.347,1,"25, 25, 11, 11, 14",1,5,2,2,,,,55b1add5fdf99b6731f04c5a,564,0,,1
2022-04-27 17:50:32,2022-04-27 18:07:10,0,74.199.27.86,100,998,1,2022-04-27 18:07:11,R_1GOWBPbG7eA2o1r,,,,,32.9758,-80.1869,anonymous,EN,1,,,I pay attention.,1,,,,,,,,,,,,,,,,,,,,,,,,,120.136,480.187,480.935,12,"K diamonds, Q spade, J heart",2,4,7,99.028,103.647,107.672,2,31,1,3,6,96.61,123.739,151.82,5,Three 25L and one 11L,1,2,6,2,,,,60085b4427f93e4408061e88,998,0,,1
2022-04-27 17:59:31,2022-04-27 18:07:17,0,76.110.86.90,100,465,1,2022-04-27 18:07:17,R_24BFLRNQgko9JyM,,,,,26.8238,-80.1407,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,71.329,79.513,80.082,2,no,2,5,5,8.272,15.756,36.791,4,16,3,1,1,29.012,71.709,87.914,4,use the 99l and remove 14l,1,2,2,1,lettuce and chicken and celery,1,,5f09dc236c0c092729a73d9b,465,0,,1
2022-04-27 18:04:27,2022-04-27 18:07:49,0,147.26.87.179,100,201,1,2022-04-27 18:07:49,R_3qPwJmAwAUtlXzp,,,,,29.8737,-97.9361,anonymous,EN,1,,,I pay attention,1,1.051,1.051,10.094,1,"he is the priest or officiant ",1,3,3,31.457,31.457,45.369,1,She hit it straight up so it starts to come back down at some point,1,4,5,12.898,12.898,38.881,1,it fell on the grass,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,1,I don't know,2,,6106cf15bce57bc1fd1502db,201,1,1,
2022-04-27 18:01:10,2022-04-27 18:09:17,0,24.5.167.127,100,486,1,2022-04-27 18:09:17,R_8k797mUVISoO2QN,,,,,38.2442,-122.678,anonymous,EN,1,,,I pay attention,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ef1b77f5bc64a04f4c68141,486,,,
2022-04-27 18:04:45,2022-04-27 18:09:19,0,98.22.157.12,100,274,1,2022-04-27 18:09:20,R_1gSi0uwPZjzUugI,,,,,36.053,-95.7336,anonymous,EN,1,,,"I pay attention ",1,20.908,31.507,46.267,2,He believes in Polyamory.,1,1,1,21.058,21.058,34.482,1,I don't know.,2,3,1,24.15,24.15,58.748,1,"It was shiny so she saw it against the asphalt anyway, eventhough it was dark.",2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5f97525e873236100b213eaa,274,1,1,
2022-04-27 18:06:32,2022-04-27 18:09:43,0,108.206.241.128,100,190,1,2022-04-27 18:09:43,R_3NyLDJRG9izPJIu,,,,,34.6054,-92.6255,anonymous,EN,1,,,I pay attention,1,8.757,22.621,25.852,2,He officiated the marriages.,1,2,1,10.785,29.194,32.538,3,She hit the ball straight up.,1,3,1,14.029,21.237,36.667,2,It was daytime.,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5be2e7e491deed00015adcb0,190,1,1,
