StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1_consent,Condition 1 (High) ,Condition 2 (Low),Q3.1_attention,Q4.2_understanding,1_time_First Click,1_time_Last Click,1_time_Page Submit,1_time_Click Count,1_answer,1_solved,1_insight,1_sharing,1_consume,2_time_First Click,2_time_Last Click,2_time_Page Submit,2_time_Click Count,2_answer,2_solved,2_insight,2_sharing,2_consume,3_time_First Click,3_time_Last Click,3_time_Page Submit,3_time_Click Count,3_answer,3_solved,3_insight,3_sharing,3_consume,4_time_First Click,4_time_Last Click,4_time_Page Submit,4_time_Click Count,4_answer,4_solved,4_insight,4_sharing,4_consume,5_time_First Click,5_time_Last Click,5_time_Page Submit,5_time_Click Count,5_answer,5_solved,5_insight,5_sharing,5_consume,6_time_First Click,6_time_Last Click,6_time_Page Submit,6_time_Click Count,6_answer,6_solved,6_insight,6_sharing,6_consume,implicit_motivation,time_First Click,time_Last Click,time_Page Submit,time_Click Count,answer_supp,solved_supp,Q8.1,PROLIFIC_PID,Q_TotalDuration,condition
2023-05-11 11:15:21,2023-05-11 11:19:38,0,73.37.208.219,100,256,1,2023-05-11 11:19:39,R_1g5PfuV8xW3tanx,,,,,45.0435,-93.4827,anonymous,EN,1,,,I pay attention,1,9.832,10.761,24.262,3,"He's the ordained minister. ",1,1,4,4,24.921,24.921,33.495,1,She hit it straight up into the air.,1,1,4,4,21.68,37.429,53.696,2,It was the middle of the day.,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,6000cefee380e61fa9bc5ae4,256,1
2023-05-11 11:15:32,2023-05-11 11:19:39,0,76.186.187.91,100,246,1,2023-05-11 11:19:40,R_Ox828qqAhrdHaBb,,,,,32.799,-96.956,anonymous,EN,1,,,I pay attention,1,16.175,16.175,29.931,1,He's the pastor who's officiating weddings,1,1,4,4,27.271,27.271,33.99,1,I don't know,2,1,4,4,48.099,48.099,68.949,1,"The sun was still out, which is why the street lights hadn't been turned on yet.",1,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5a9eea0835237b000112bdfb,246,1
2023-05-11 11:15:51,2023-05-11 11:19:40,0,207.38.161.22,100,228,1,2023-05-11 11:19:41,R_2VKkAKVeeU1PNxT,,,,,40.7429,-73.9392,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.659,3.659,13.804,1,The man is a priest who performs marriages,2,4,1,1,1.36,1.36,50.472,1,"Denise hit the ball straight up into the air, and it fell back down in the opposite direction due to gravity.",1,4,1,2,0.936,0.936,69.966,1,"There were puddles on the road that reflected light, and the clutch fell in a puddle.",2,2,1,2,2,,,,,,,,633f46f05bc4c6198322424a,228,0
2023-05-11 11:15:20,2023-05-11 11:19:44,0,76.169.135.2,100,263,1,2023-05-11 11:19:45,R_sN1gLkVSwn6X1sd,,,,,33.7046,-117.8739,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.697,58.271,63.538,3,Het got 20 annulments,2,4,1,6,11.113,38.285,52.66,3,"She is playing with another player, who hit the ball",2,7,1,6,22.764,22.764,28.333,1,I do not know,2,1,1,1,2,,,,,,,,5e1545d9b1fb05b6369d13e8,263,0
2023-05-11 11:14:03,2023-05-11 11:19:54,0,172.58.253.225,100,350,1,2023-05-11 11:19:55,R_3h4nwUgyY4YuIDR,,,,,35.2522,-80.8263,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.987,16.987,26.824,1,I do not know,2,6,5,4,24.809,55.41,57.195,2,She hits the ball against a wall or to another person and it bounces back or gets hit back.,1,1,1,6,29.169,29.169,40.004,1,Because she was still holding it.,2,3,4,7,2,,,,,,,,600150a39d652729f84daf83,350,0
2023-05-11 11:14:27,2023-05-11 11:20:09,0,71.13.58.228,100,342,1,2023-05-11 11:20:10,R_xsXeRejrouwhm81,,,,,43.6055,-84.7796,anonymous,EN,1,,,I pay attention,1,14.151,25.826,27.464,2,he is a priest,1,4,6,6,39.362,39.362,60.019,1,the ball was attached to a string,2,6,7,6,32.895,32.895,41.263,1,it was daytime,1,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.285,45.285,62.906,1,he is in work clothes,2,no,5dd03c5486c8861300974102,342,1
2023-05-11 11:15:21,2023-05-11 11:20:09,0,172.58.63.179,100,288,1,2023-05-11 11:20:10,R_2flbG0ANAkJPvH5,,,,,39.696,-105.0346,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.323,6.323,14.536,1,Polygamy,1,1,1,1,6.008,16.748,27.012,3,she won because she knew what would happen,3,6,4,5,10.465,26.47,27.865,7,it was visible?,1,3,3,2,1,2.535,44.708,74.009,5,"you cannot buy multiple rides at once without the tickets, if you don't say what you want people are going to assume the most commonly chooses choice?",2,"none, nice last brain teaser though!",63d3fa07ac2091e80fb9ce62,288,0
2023-05-11 11:16:04,2023-05-11 11:20:13,0,172.59.96.152,100,249,1,2023-05-11 11:20:14,R_12rLa6yiiejFbFL,,,,,43.067,-87.9682,anonymous,EN,1,,,I pay attention,1,17.269,17.269,25.656,1,he's the officiant,1,2,1,1,38.895,38.895,45.956,1,hit it straight up in the air,1,3,1,1,25.811,26.223,30.916,2,It was daytime,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5f80bc44efa2c013099af460,249,1
2023-05-11 11:15:20,2023-05-11 11:20:17,0,166.181.89.27,100,296,1,2023-05-11 11:20:18,R_1OvpUS0C3Q7z0Hg,,,,,41.6021,-93.6124,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.206,17.206,29.601,1,"He was the priest ",2,5,5,5,15.171,15.171,34.089,1,I do not know.,1,6,5,6,18.554,58.676,60.357,3,I do not know.,2,6,6,6,1,15.981,15.981,26.2,1,I do not know.,2,,64136fca174b34ba3a481cfd,296,0
2023-05-11 11:17:48,2023-05-11 11:20:25,0,99.22.140.17,100,156,1,2023-05-11 11:20:26,R_1IGwLfsGQbjoSnk,,,,,38.581,-121.4939,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.034,17.875,24.208,3,They are polyamorous.,1,1,1,1,15.827,22.863,23.946,4,She hit the ball towards a wall.,1,1,1,1,16.416,16.416,22.261,1,There was a streetlight nearby.,1,1,1,1,2,,,,,,,,5c395df5f5ebd50001850900,156,0
2023-05-11 11:16:40,2023-05-11 11:20:33,0,97.96.192.97,100,232,1,2023-05-11 11:20:34,R_29aleeC3AughNC3,,,,,27.8154,-82.6815,anonymous,EN,1,,,I pay attention,1,29.997,31.087,37.324,2,He was the priest.,1,5,5,6,1.884,1.884,61.984,1,I don't know a string was attached?,2,6,3,3,1.76,1.76,27.28,1,It was day.,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,588908498fd7f00001d735f8,232,1
2023-05-11 11:14:23,2023-05-11 11:20:47,0,98.144.71.186,100,383,1,2023-05-11 11:20:48,R_ZsjTkbO7fSJ0QKZ,,,,,43.0656,-88.145,anonymous,EN,1,,,I pay attention,1,1.266,1.902,51.469,2,I do not know.,3,1,2,2,1.23,1.23,53.083,1,I do not know.,2,4,3,5,1.411,1.411,44.738,1,I do not know.,2,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.316,1.316,71.705,1,The passenger had single dollar bills they could have used,2,,5f0e9896f5e4e11e12c8f5ac,383,1
2023-05-11 11:19:23,2023-05-11 11:20:56,0,174.211.232.25,100,92,1,2023-05-11 11:20:57,R_1llPJBwWeDCcvFx,,,,,28.6344,-81.6221,anonymous,EN,1,,,I pay attention,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64045393fa09ada78f0b5301,92,
2023-05-11 11:16:10,2023-05-11 11:21:03,0,64.251.99.26,100,293,1,2023-05-11 11:21:04,R_2bPrW5lpAK3i9yo,,,,,30.0794,-90.4919,anonymous,EN,1,,,I pay attention,1,10.243,20.274,33.427,2,He is a priest.,1,3,5,5,10.332,11.112,34.214,2,The ball was attached to the tennis racket.,2,3,4,4,35.777,42.339,42.634,2,I do not know.,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,73.193,73.193,97.307,1,The passenger handed the driver five one dollar bills.,1,,578b5756160201000103fe40,293,1
2023-05-11 11:14:35,2023-05-11 11:21:14,0,166.181.81.146,100,398,1,2023-05-11 11:21:14,R_AzxPNi0hzDXZW5X,,,,,43.0382,-87.91,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.581,2.581,19.873,1,they live separately,1,6,6,6,5.672,5.672,18.636,1,she is experienced,1,6,6,6,8.11,8.11,30.796,1,the moon provided light,1,6,6,6,2,,,,,,,,637d58b9dd14dc68ba68920a,398,0
2023-05-11 11:14:52,2023-05-11 11:21:16,0,75.100.99.50,100,383,1,2023-05-11 11:21:17,R_2Sw7W3Q2kA5fwp3,,,,,35.958,-83.9172,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.897,63.716,68.281,2,they are Mormons,1,3,5,6,52.487,52.487,75.108,1,She hit the ball straight up in the air.,2,4,5,6,41.586,41.586,53.817,1,I do not know,2,4,4,6,2,,,,,,,,60351247578fd3c8a663ee03,383,0
2023-05-11 11:14:37,2023-05-11 11:21:16,0,68.119.128.164,100,399,1,2023-05-11 11:21:17,R_2PbYXBmmrlxPb7o,,,,,34.1059,-117.5859,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.731,36.038,43.388,2,He practices polygamy,1,3,2,4,17.843,17.843,27.965,1,She was hitting the tennis ball against a wall,1,3,2,2,2.128,89.117,98.868,12,I do not know,2,4,1,3,2,,,,,,,,5d6b596f76cca6000166d81d,399,0
2023-05-11 11:16:28,2023-05-11 11:21:17,0,173.18.176.53,100,289,1,2023-05-11 11:21:18,R_2fKgsVXvzlLpMV6,,,,,36.9112,-87.1717,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.718,16.718,34.531,1,He married them all at one time.,1,4,1,4,29.845,29.845,34.548,1,I don't know.,2,7,7,1,37.183,37.75,43.133,2,I don't know,3,1,1,4,2,,,,,,,,5eac8b777b60c8129709fc10,289,0
2023-05-11 11:15:47,2023-05-11 11:21:36,0,166.182.255.35,100,349,1,2023-05-11 11:21:37,R_1ojciiJhZGNl1FM,,,,,39.0469,-77.4903,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.206,30.413,31.572,2,"He is protected by the Mormon Church in Utah, which pretty much owns the local governments",1,1,1,3,31.207,71.696,77.503,5,Denise put a very strong bottom spin on her serve. That caused the ball to land on the backspin and bounce back towards her,1,1,1,5,12.003,24.9,57.406,2,"Jane saw her clutch immediately due to the different illumination from the reflections of different surfaces, of which her clutch was more smooth and directed the reflection of the light more than asphalt",1,1,1,5,1,37.68,37.68,51.507,1,The bus driver saw that he had single dollar bills and his wallet as he pulled out the $5 bill,1,,61719bfec06e3136189edb55,349,0
2023-05-11 11:13:57,2023-05-11 11:21:39,0,24.1.126.200,100,462,1,2023-05-11 11:21:40,R_2uNAfgIPilPkRd7,,,,,40.1016,-88.2822,anonymous,EN,1,,,"I pay attention ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.816,15.816,25.894,1,"He married them to other people. ",2,1,1,5,79.792,91.091,133.602,4,"She would either hit the ball to someone else and it would come flying back to her or she hit the ball on a surface and it would fly back to her after hitting a wall. ",1,1,3,6,49.923,49.923,68.603,1,"Because she dropped it and it was shiny ",2,1,1,5,2,,,,,,,,60fd56db5fe37ebeca00bc83,462,0
2023-05-11 11:18:22,2023-05-11 11:21:39,0,71.212.165.185,100,196,1,2023-05-11 11:21:40,R_Atx4UFP2hSmoBZ7,,,,,47.5364,-122.278,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.056,6.056,13.106,1,"He is the officiant ",2,3,3,2,10.715,10.715,21.864,1,She hit it on its way back down,2,4,4,4,18.867,18.867,47.232,1,It was a different texture and finish,2,5,5,5,2,,,,,,,,63bca8a6f3803fbb0c3aca28,196,0
2023-05-11 11:13:39,2023-05-11 11:21:47,0,174.232.204.2,100,487,1,2023-05-11 11:21:48,R_2y2RzEEv3KbfuFd,,,,,37.751,-97.822,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33,120.358,122.994,4,"It is possible that the man is a clergyman, and the ""marriages"" he has performed are actually symbolic or religious ceremonies rather than legal marriages. ",1,1,1,1,6.6,78.709,80.856,4,"Denise hit the tennis ball with topspin causing it to rotate and fly upwards. At the peak of its trajectory, the topspin made the ball turn around and fly back towards her.",1,1,1,1,14.757,101.624,104.395,3,"Jen's small black leather clutch was dropped on a newly paved black asphalt road during the night. Despite the lack of light, Jen was still able to spot her clutch immediately. This is because the black leather material of her clutch would reflect any light that was present, even if it was very dim. Additionally, the newly paved black asphalt road would not have absorbed any light, meaning that any light in the environment would have been reflected off the road and towards Jen's clutch, making it easier to spot. Therefore, the combination of the reflective properties of the black leather material and the reflective properties of the road would have made it easy for Jen to see her clutch.",1,1,1,1,2,,,,,,,,5e646461698a071f2f15423e,487,0
2023-05-11 11:16:03,2023-05-11 11:21:48,0,174.61.100.105,100,345,1,2023-05-11 11:21:49,R_2WOm5xqNnJkQNLM,,,,,26.517,-80.0841,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.162,21.805,24.742,2,He had 20 annulments,2,1,3,5,22.752,22.752,35.101,1,She hit it against a wall,1,5,4,6,42.485,42.485,56.822,1,The clutch had a metal chain,2,1,2,3,1,2.911,37.563,51.687,2,Single rides are purchased using a machine,2,,5edb7982f3b2f87f8ef83236,345,0
2023-05-11 11:13:57,2023-05-11 11:21:54,0,172.58.143.132,100,477,1,2023-05-11 11:21:55,R_1Qc1axaslEBMYgy,,,,,42.4257,-83.1522,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.183,21.183,85.383,1,He is cheating on all of the women.,2,5,4,5,15.904,15.904,80.065,1,The tennis ball hit a wall and came back to her.,1,6,7,7,32.499,32.499,106.809,1,The road had still not hardened so the clutch made an imprint,2,4,3,5,1,15.633,15.633,47.696,1,So he doesn't have to use cash every time.,2,Very fun!,6113144acb6e1406e376e692,477,0
2023-05-11 11:16:42,2023-05-11 11:22:07,0,174.166.215.230,100,324,1,2023-05-11 11:22:08,R_2QEhliCQM3DaLgh,,,,,39.6659,-74.9658,anonymous,EN,1,,,I pay attention,1,15.34,16.179,49.901,2,The man married 20 women to other men. The man is a priest.,1,4,5,5,41.365,51.389,86.602,3,She hit the tennis ball straight into the air and then it fell back down.,1,4,5,5,33.657,33.657,44.583,1,It was during the day.,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,63d2eec88a81e2462be70762,324,1
2023-05-11 11:16:35,2023-05-11 11:22:14,0,174.103.82.155,100,338,1,2023-05-11 11:22:15,R_3lF8B1DwwztKaeY,,,,,38.4736,-82.6413,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.647,6.647,13.634,1,He is a preacher,1,2,2,5,23.987,23.987,36.027,1,She hit it straight up in the air,1,2,2,5,63.37,63.37,75.973,1,There were overhead streetlights,1,4,3,5,1,29.718,35.516,37.809,9,I do not know,2,,641081a1261eb10752b72497,338,0
2023-05-11 11:18:07,2023-05-11 11:22:15,0,76.177.156.118,100,247,1,2023-05-11 11:22:15,R_xlbj4fpIMOL0nD3,,,,,38.0178,-84.932,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.301,2.29,28.301,2,They’re the only people in town,2,2,1,4,16.218,17.549,61.501,2,"She hit the ball straight up so when it reached its peak height it shifted 180 degrees which lead it to fall straight down back to the place it went up ",3,1,1,4,19.347,19.347,23.296,1,I do not know,2,2,2,4,2,,,,,,,,614e5092e08a3a2d3204ffd2,247,0
2023-05-11 11:14:45,2023-05-11 11:22:26,0,73.74.146.107,100,461,1,2023-05-11 11:22:27,R_Z8fKSyy1qs46ZFf,,,,,42.1643,-88.3124,anonymous,EN,1,,,I pay attention,1,27.667,27.667,72.337,1,The man is a preacher or priest or official authorized to perform marriages,1,6,5,6,66.635,66.635,89.413,1,She hit it straight up in the air,1,7,7,6,65.925,65.925,96.881,1,It was daytime not night time so the sun was out,1,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,64456ad3d3e7651a1dad232c,461,1
2023-05-11 11:15:24,2023-05-11 11:22:30,0,69.245.160.56,100,425,1,2023-05-11 11:22:31,R_3KUybebR8aSqKMZ,,,,,41.6538,-86.1631,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.98,23.318,34.272,2,I do not know,2,7,6,7,9.73,18.081,23.967,2,I do not know,2,7,4,5,23.221,57.524,74.933,2,Jen saw her small black leather clutch immediately because she used a flashlight,2,7,7,7,2,,,,,,,,6429afc98c2a55e69b92be2c,425,0
2023-05-11 11:17:44,2023-05-11 11:22:31,0,172.58.223.142,100,287,1,2023-05-11 11:22:32,R_3OjECRzRrO0JkUu,,,,,42.3562,-71.0631,anonymous,EN,1,,,"I pay attention ",1,35.229,35.229,51.966,1,"He was the person who performed the ceremony ",1,1,1,4,55.735,55.735,65.242,1,"She hit it up in the air ",1,1,1,4,42.494,49.31,66.44,2,"The sun was out ",1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,62d5b21d270815d0579d8c5c,287,1
2023-05-11 11:16:57,2023-05-11 11:22:47,0,65.190.44.202,100,349,1,2023-05-11 11:22:47,R_3pukL3nKrUSMpGZ,,,,,36.3402,-79.6622,anonymous,EN,1,,,I pay attention,1,13.642,13.642,22.737,1,he officiated 20 weddings,1,6,7,7,0,0,41.902,0,She bet against herself,2,4,5,7,18.849,18.849,76.49,1,She noticed a dark protrusion in her night vision,2,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57.813,57.813,66.573,1,He gave the driver five one dollar bills,1,,55519750fdf99b7f2114cc3e,349,1
2023-05-11 11:16:45,2023-05-11 11:22:50,0,71.214.54.81,100,364,1,2023-05-11 11:22:51,R_2Ey2VptOpZaxveb,,,,,28.5836,-81.5324,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.094,23.094,31.078,1,He is a priest.,2,1,1,1,46.324,46.324,71.984,1,"Physics, she sent the ball upward.",2,1,1,1,26.095,26.095,52.692,1,The leather is shiny and the asphalt is dull.,1,1,1,1,2,,,,,,,,5700616b8a49c7000d0c73ad,364,0
2023-05-11 11:17:39,2023-05-11 11:22:50,0,72.212.38.32,100,310,1,2023-05-11 11:22:51,R_1oGPyRICqj1A7Mc,,,,,33.5339,-112.1722,anonymous,EN,1,,,I pay attention,1,33.072,40.944,45.988,2,I do not know,2,6,5,5,32.533,32.533,56.859,1,Denise would have to hit it straight up in the sky,1,1,1,5,24.18,24.18,43.765,1,Jen's clutch glowed in the dark.,2,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.187,25.187,28.538,1,I do not know,2,,5f5071d436e91f1e5fcd660d,310,1
2023-05-11 11:16:13,2023-05-11 11:23:03,0,67.249.219.171,100,409,1,2023-05-11 11:23:04,R_1n8TUxt5Oqp4lFk,,,,,44.3229,-69.9576,anonymous,EN,1,,,I pay attention,1,15.784,15.784,66.409,1,"His is a clergyman and officiated the women's weddings. ",1,2,3,5,17.022,17.022,35.724,1,She hit is straight up.,1,3,3,5,26.628,26.628,48.316,1,It was daytime,1,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,71.584,71.584,88.054,1,I do not know,2,,5a84f454ae9a0b0001a9e4e5,409,1
2023-05-11 11:19:56,2023-05-11 11:23:04,0,173.73.242.216,100,188,1,2023-05-11 11:23:05,R_3fVkXsWQrbBbac5,,,,,39.109,-77.2489,anonymous,EN,1,,,I pay attention,1,1.836,1.836,20.607,1,He's a priest,1,7,1,4,1.817,1.817,25.73,1,I do not know,2,7,1,4,1.352,1.352,34.273,1,I do not know,2,7,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,61451e21a303bee08cbb86ea,188,1
2023-05-11 11:14:59,2023-05-11 11:23:09,0,173.170.102.175,100,489,1,2023-05-11 11:23:10,R_2Wx4NBlNbPfSlg8,,,,,28.2987,-82.6902,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.128,102.241,104.115,3,polygamy,1,1,1,5,25.501,37.515,48.622,4,"someone returned the ball ",2,4,5,4,24.286,24.286,29.761,1,The moon was full,1,1,4,6,2,,,,,,,,55b3120cfdf99b6ef6263a71,489,0
2023-05-11 11:17:26,2023-05-11 11:23:17,0,96.8.168.236,100,350,1,2023-05-11 11:23:18,R_3MGQo9NJ36eJrHa,,,,,29.7767,-98.4626,anonymous,EN,1,,,I pay attention,1,58.998,58.998,69.37,1,He is an officiator.,1,2,4,4,24.576,46.81,50.281,3,She hit it straight up into the air.,1,1,1,1,51.148,51.148,97.046,1,The sun was still out (it was day or evening).,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,63f049c2d78b2bc822a16dac,350,1
2023-05-11 11:16:33,2023-05-11 11:23:25,0,75.81.223.104,100,411,1,2023-05-11 11:23:26,R_1pPDcsCJxX7Zlwe,,,,,37.7538,-87.0779,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.333,19.333,47.953,1,The man was clergy of some sort. He perormed the wedding ceremonies for the 20 women.,2,4,6,6,24.51,37.813,66.555,3,"She threw the ball at/toward/into some solid object that the ball hit, causing it to return.",1,6,5,6,31.955,31.955,64.083,1,"She felt the clutch leave her hand, and followed it with her eyes as it dropped to the ground.",2,5,5,6,1,43.69,43.69,49.105,1,I do not know,2,,63a18415816a2a0cbe438f1b,411,0
2023-05-11 11:20:12,2023-05-11 11:23:31,0,75.88.103.167,100,199,1,2023-05-11 11:23:32,R_1IHuEG1TfXfLzjF,,,,,40.1846,-76.3015,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.466,32.366,37.143,2,"He is the minister, the one who performs marriages.",1,4,5,2,16.254,16.254,28.108,1,She hit the ball against a wall,1,4,5,2,10.719,10.719,22.763,1,I do not know,2,2,1,2,2,,,,,,,,6431c58ce5be91cd5c2c5d8f,199,0
2023-05-11 11:19:25,2023-05-11 11:23:37,0,107.77.195.49,100,251,1,2023-05-11 11:23:38,R_0eqQ58XPQxhsJpL,,,,,42.4652,-83.3713,anonymous,EN,1,,,I pay attention,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.287,15.287,25.406,1,He is still married to them,1,2,2,4,14.268,14.268,38.585,1,She hit the ball off of something that was mounted high up in the air,1,2,2,2,24.432,24.432,39.011,1,She dropped it by a yellow line,2,4,3,6,2,,,,,,,,6317ac941faaf331c4573eab,251,0
2023-05-11 11:18:31,2023-05-11 11:23:44,0,107.123.53.66,100,313,1,2023-05-11 11:23:45,R_2aLT5vVDAQ8IhaF,,,,,41.5398,-83.5894,anonymous,EN,1,,,I pay attention,1,19.75,37.983,48.372,4,He married the same person 20 times.,2,6,7,7,28.105,28.105,33.598,1,It hit a wall,2,7,7,7,30.105,63.663,65.924,4,"She heard the sound of where it had fell, thus giving her an audio clue that clued her into where she should look.",2,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.975,23.351,31.912,2,Cause he paid for 5 rides,2,"Nope, No further comments! Thank you for the opportunity!",5b7d8c9c3d2d0a0001724c46,313,1
2023-05-11 11:18:30,2023-05-11 11:23:48,0,142.197.48.150,100,317,1,2023-05-11 11:23:49,R_24BjeOIU5RKPl1J,,,,,29.0693,-82.2143,anonymous,EN,1,,,I pay attention,1,0.834,14.518,15.075,4,"The man who married 20 women in the town is a priest or minister who performed the marriage ceremonies for these women. He did not marry them personally but rather acted as the officiant, legally marrying them to other individuals.",1,4,6,5,2.637,14.707,15.993,2,"Denise won the bet by hitting the tennis ball upwards with topspin. As the ball reached its peak and started descending, the topspin caused it to curve in flight, executing a 180-degree turn and returning to Denise without hitting any other objects.",1,4,6,5,27.253,39.508,41.02,3,"Jen saw her small black leather clutch immediately because it contrasted with the newly paved black asphalt road. The clutch would appear as a lighter object against the dark background of the road, making it noticeable even in the absence of external light sources.",1,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,63e70b13dee58bfc12d56f62,317,1
2023-05-11 11:20:24,2023-05-11 11:23:55,0,73.163.208.83,100,211,1,2023-05-11 11:23:56,R_1geInZUZzYiRIk8,,,,,39.4777,-77.3439,anonymous,EN,1,,,I pay attention,1,17.742,17.742,40.405,1,He is a preacher that performs a marriage ceremony,1,3,4,3,18.744,18.744,36.342,1,She used a type of boomerang to hit the ball.,2,6,6,4,21.926,22.694,27.654,2,It was daytime,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,63c3068bd61c16717eeea2e5,211,1
2023-05-11 11:15:10,2023-05-11 11:24:01,0,70.95.229.203,100,531,1,2023-05-11 11:24:02,R_9MplVX0hx0Bk6ch,,,,,33.919,-117.2359,anonymous,EN,1,,,I pay attention,1,43.456,43.456,52.803,1,He is a Pastor,1,5,5,6,1.57,61.295,80.026,2,She hit the ball against a wall.,2,5,5,6,1.292,64.13,75.089,2,A car approached.,2,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.188,65.964,77.749,2,Exact fare only,2,,599323cdf9db7d00018955da,531,1
2023-05-11 11:15:12,2023-05-11 11:24:11,0,73.19.225.105,100,539,1,2023-05-11 11:24:12,R_2WBAKTyK7TeQ0LR,,,,,36.013,-84.2624,anonymous,EN,1,,,I pay attention,1,16.836,16.836,23.204,1,He's a preacher.,1,7,7,7,37.351,85.147,103.035,3,"Denise hot the ball straight up,and the force from the racket would cause it to spin and gravity would bring it down.",1,1,2,7,17.907,17.907,24.893,1,It was daylight.,1,6,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.458,94.627,109.401,6,I do not know.,2,"That last one killed me that I didn't get it on my own.  ;D  Thank you, I enjoyed it very much.  Good luck with your study!",600b21eaa7a22214843aff36,539,1
2023-05-11 11:15:07,2023-05-11 11:24:12,0,174.206.55.53,100,545,1,2023-05-11 11:24:13,R_25Epz0NNEdrB1k0,,,,,37.3825,-79.2181,anonymous,EN,1,,,I pay attention,1,41.008,82.991,104.924,2,I do not know,2,6,7,7,31.517,46.054,58.861,2,She hit it into the wind,2,4,3,3,46.927,55.084,67.183,2,It was during the day.,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.595,37.595,49.118,1,"They gave him five dollars ",1,,62bbcce64f644bd5698c9422,545,1
